step,Time,Ambient,PVT,PCMT,nano-PCMT,PVP,PCMP,nano-PCMP,Radiation
734,3:06:30 pm,34.63,48.26,51.34,49.56,4.68,4.70,5.25,652.012062
735,3:07:00 pm,34.78,47.99,51.26,49.48,4.72,4.69,5.23,650.4324185
736,3:07:30 pm,34.73,47.52,51.13,49.35,4.71,4.66,5.20,648.648715
737,3:08:00 pm,34.89,47.29,51.00,49.23,4.74,4.62,5.15,646.0890683
738,3:08:30 pm,34.80,47.93,50.91,49.11,4.67,4.60,5.13,642.964061
739,3:09:00 pm,34.16,47.77,50.79,49.03,4.66,4.56,5.09,640.1161409
740,3:09:30 pm,34.50,48.45,50.74,48.99,4.63,4.53,5.06,638.1447571
741,3:10:00 pm,35.20,47.99,50.68,48.94,4.51,4.50,5.03,636.4637718
742,3:10:30 pm,35.38,48.44,50.61,48.85,4.56,4.47,5.00,634.8947823
743,3:11:00 pm,35.08,48.64,50.59,48.83,4.50,4.45,4.97,633.7504595
744,3:11:30 pm,34.84,48.47,50.56,48.78,4.46,4.43,4.94,632.5205216
745,3:12:00 pm,34.47,48.19,50.50,48.73,4.56,4.39,4.91,631.4168318
746,3:12:30 pm,35.47,48.13,50.40,48.63,4.49,4.37,4.89,630.3752503
747,3:13:00 pm,35.48,48.22,50.33,48.57,4.44,4.34,4.85,628.7602639
748,3:13:30 pm,34.74,48.26,50.29,48.52,4.42,4.31,4.81,627.1813933
749,3:14:00 pm,34.65,48.16,50.24,48.47,4.38,4.29,4.79,625.9959306
750,3:14:30 pm,34.84,48.05,50.18,48.40,4.28,4.26,4.75,626.304979
751,3:15:00 pm,34.74,47.72,50.10,48.33,4.35,4.24,4.73,623.8253428
752,3:15:30 pm,34.85,47.41,50.06,48.25,4.28,4.21,4.69,620.7318601
